id,name,city,state,historical_booking_count,genre_history_count,has_capacity,has_genre_history,has_coordinates,has_resolved_market
venue_c0eb4a732668515cbc7fea2166c8f83a,David Geffen Hall,New York,NY,4,1,True,True,False,True
venue_9abf6588eced5b218e9fbcbeffc65452,Davies Symphony Hall,San Francisco,CA,4,0,False,False,False,True
venue_3380986bfe785de5b6c036ba6a0af07d,Fisher Theatre - Detroit,Detroit,MI,4,3,True,True,False,True
venue_bea3edee872d518d9279135c05352dd6,Funny Bone Comedy Club - Richmond,Richmond,VA,4,0,False,False,False,True
venue_d37e9a9468a8594dbce11dac95055352,Heinz Hall,Pittsburgh,PA,4,4,True,True,False,True
venue_42cd57238fa254c4b81bbcaf96a96130,Longhorn Ballroom & Backyard Amphitheater,Dallas,TX,4,4,False,True,False,True
venue_188f91b67bf456b988ee5f90440e82bc,Magic Stick,Detroit,MI,4,1,True,True,False,True
venue_dad32888fa4955c89a235d93c8728211,Masonic Temple - Detroit,Detroit,MI,4,2,True,True,False,True
venue_5768f3adc0165a8991434afc02f5ab4d,Metro,Chicago,IL,4,3,True,True,False,True
venue_72dc4f4c720b57d8a9e764c0ba22ee3a,Park West,Chicago,IL,4,2,True,True,False,True
venue_6323194252285b448a38a7fb67210341,Power Plant Live,Baltimore,MD,4,2,True,True,False,True
venue_6e37e0dec4a75540994c29723bc1c6b7,Reggie's Rock Club,Chicago,IL,4,1,True,True,False,True
venue_3a34eba3c60b5cb18a0ba026b3ca2d25,Riviera Theatre,Chicago,IL,4,2,True,True,False,True
venue_b576a48aeb0e51e7a9351f0d27c599a0,Riviera Theatre- IL,Chicago,IL,4,3,True,True,False,True
venue_544746946da55d789d22b88556dbb0f1,Russell Industrial Center,Detroit,MI,4,2,True,True,False,True
venue_9a417f38716455f2a7b9373ef08a0393,Spirit Hall,Pittsburgh,PA,4,7,True,True,False,True
venue_f996284fca045d7382fe3f7de73af331,Stubb's Indoors,Austin,TX,4,4,False,True,False,True
venue_1590b388ce7b5b628f46c3fd733774f0,The Auditorium,Chicago,IL,4,2,True,True,False,True
venue_3c179c369d185a998c8b7058c9717e00,The Goizueta Stage for Youth and Families,Atlanta,GA,4,1,False,True,False,True
venue_f83b35949c435d07a3d53e7ed6ff229c,The Masonic Lodge at Hollywood Forever,Los Angeles,CA,4,1,False,True,False,True
venue_6697377ddf0456eebddbc2b90c9490e3,United Palace,New York,NY,4,2,True,True,False,True
venue_3e24ff3b635a5224907c51bae78831da,Bicentennial Capitol Mall State Park,Nashville,TN,3,0,False,False,False,True
venue_1c7d2493c9c45e78b34e3317c8952466,Blue Note Jazz Club - NY,New York,NY,3,0,True,False,False,True
venue_1db3c9f32f9d52898b72aebc6284a0bb,Capital One Arena,Washington,DC,3,4,True,True,False,True
venue_0cce55b1d52b5345acab8ac1783da005,Carnegie Hall,New York,NY,3,6,True,True,False,True
venue_ac8653d0ff2852e8ad1f82c8ad08916d,Castaways,Chicago,IL,3,0,False,False,False,True
venue_6a5979b3d6755535960d8e14550bde9d,City Winery - Atlanta,Atlanta,GA,3,1,True,True,False,True
venue_41d2dcb1ea8156718405035c605ab1b0,City Winery - Boston,Boston,MA,3,2,True,True,False,True
venue_42be8d9bfe9b5a7d878884666db7de46,Concord Music Hall,Chicago,IL,3,0,True,False,False,True
venue_2bd46aa8928a58fea5ecb4f9e9f468cc,Douglass Park,Chicago,IL,3,1,False,True,False,True
venue_39f7b3ede75a5415b345b5607a04bc72,Frog Alley Brewing,New York,NY,3,4,True,True,True,True
venue_645d3066f4d05c92a87270e140b4e124,Great American Music Hall,San Francisco,CA,3,3,False,True,False,True
venue_a3fb5498e96151e093b18b8babd2e39d,Huntington Bank Field,Cleveland,OH,3,1,False,True,False,True
venue_5b37a0d6df16567893c8fc92fd03f7ec,Lumen Field,Seattle,WA,3,1,False,True,False,True
venue_942eaa1b26415eddb29942faadbdb857,Monarch,San Francisco,CA,3,1,False,True,False,True
venue_d178dc678ac6598a8afe22d4cc805e18,Music Hall Center,Detroit,MI,3,3,True,True,False,True
venue_c58e251683fb5098a4c1d4e91f7873c4,Oracle Park,San Francisco,CA,3,1,False,True,False,True
venue_3c7c428c76ff5ad0ab5c519b11f906ca,Peacock Theater - LA,Los Angeles,CA,3,1,False,True,False,True
venue_708032be6dd551ffb13d87ca4556e074,TSDMAAC (Crypt),Detroit,MI,3,4,False,True,False,True
venue_4f4acdcd7f895c9e8c962bb5503d7d0b,The Eastern,Atlanta,GA,3,2,True,True,False,True
venue_26cd5e98990c5083b41c3b461dc851ef,The Greene Space,New York,NY,3,3,False,True,False,True
venue_ed7c0a2742a65d508f56b6c3e13ab147,The Liacouras Center,Philadelphia,PA,3,6,True,True,False,True
venue_ef8fd7d676ed59468830773b8a64967b,The Pico Union Project,Los Angeles,CA,3,1,False,True,False,True
venue_969fbd18f4b85ccda7f7f7635c1639ca,The United Theater on Broadway,Los Angeles,CA,3,0,False,False,False,True
venue_1f5b2132d8bd52398912377c0f45d51b,Treelawn Music Hall,Cleveland,OH,3,2,False,True,False,True
venue_785c00385d3c5aaab268c8b5c11fc778,Treelawn Social Club,Cleveland,OH,3,3,True,True,False,True
venue_67cba5114a0a52988090401bae4ec95d,Truist Park,Atlanta,GA,3,2,True,True,False,True
venue_b81e4d70daa256daba729a9a15eda104,Barboza,Seattle,WA,2,0,False,False,False,True
venue_85446b9130d551428b54413ef64c4e62,Beachland Ballroom,Cleveland,OH,2,1,False,True,False,True
venue_9aa1328d39dd57d099b61fef00fc71d7,Carol's Pub,Chicago,IL,2,2,True,True,False,True
venue_ce6c9a66e9f85a40bbea13514440c126,Category 10,Nashville,TN,2,1,False,True,False,True
venue_54d05e6c656f57508c2edb177dbdb128,Chop Shop,Chicago,IL,2,2,True,True,False,True
venue_66a399f70a245a5e90c4597160608060,Chop Suey,Seattle,WA,2,1,False,True,False,True
venue_7fb7208bc0b75cbeb4cdb0f93f707fc8,City Winery - Philadelphia,Philadelphia,PA,2,2,True,True,False,True
venue_841cbae45f8f5b12bc3cc4b450ab4447,Come and Take It Live,Austin,TX,2,3,False,True,False,True
venue_759830f316a7598ba48c9f08f0a66f18,Comerica Park,Detroit,MI,2,1,False,True,False,True
venue_51b6f2f0f3a45b7f83c1ce95c15a9ce8,Cubby Bear,Chicago,IL,2,1,True,True,False,True
venue_3ec130dbd85d5f0c89952c48ec095903,Detroit Opera House,Detroit,MI,2,2,True,True,False,True
venue_6ec1f08a22fe5526828e2ea3f973cf50,El Corazon,Seattle,WA,2,2,False,True,False,True
venue_f06902e3140050d3bef870c188093a29,Helium Comedy Club - Buffalo,Buffalo,NY,2,0,False,False,False,True
venue_7c45ea04f80a5904b4f1df4ef986c10e,Javits Convention Center,New York,NY,2,0,False,False,False,True
venue_cc3389831cb758a69e472bdf33a907d5,Karma DC Live Music Venue,Washington,DC,2,1,True,True,False,True
venue_ecb74e924b09557bb670f8b762f34f67,Los Angeles State Historic Park: On The Promenade,Los Angeles,CA,2,1,False,True,False,True
venue_3bc9022d238c553da46db9a6e2d45de1,Marian Anderson Hall - Kimmel Center,Philadelphia,PA,2,1,True,True,False,True
venue_24a15756d0c1539ab1d9918fb59082d3,Miller Theater-PA,Philadelphia,PA,2,1,True,True,False,True
venue_fb93ba9929ae50dcb0768970b87e6ed2,Orpheum Theatre presented by Citizens,Boston,MA,2,1,True,True,False,True
venue_c0d3170d4f46593796b8e939bf4a6d0c,Patio at Radio Hotel,New York,NY,2,1,False,True,False,True
venue_924b3e0d7abb5aa888f276ffeab659de,Reggies Bananna's Shack ,Chicago,IL,2,1,False,True,False,True
venue_f810ab76dbe05bc1a878e02ae13c72f1,Scorpion Bar Boston,Boston,MA,2,1,False,True,False,True
venue_5640313cedd4545cb72efb5bb83b9656,Shea's Buffalo Theatre,Buffalo,NY,2,2,True,True,False,True
venue_2ec6c668934f520597935f7bd378ead3,Substation,Seattle,WA,2,2,False,True,False,True
venue_fcfd3674d27257ef9a3e3b0974ba8862,Swedish American Hall,San Francisco,CA,2,2,False,True,False,True
venue_540bfabad44551d7b4527e78879c038c,TLO Event Complex,Philadelphia,PA,2,1,False,True,False,True
venue_029c7421975c52159cdd5d6013ba8b47,Victory Hall at The Boxyard,Seattle,WA,2,0,False,False,False,True
venue_6b80ba1609135c979097e179bfe83684,Walter E. Washington Convention Center,Washington,DC,2,1,False,True,False,True
venue_3dbcad6cfed75c96af11320ac58faf74,29th Street Ballroom,Austin,TX,1,1,False,True,False,True
venue_4ccc292e5c955586ad3454948f846f78,Altria Theater,Richmond,VA,1,7,True,True,False,True
venue_d51e623d6f9d57c59c7f5efec46f9006,Asbury Hall at Babeville,Buffalo,NY,1,5,True,True,False,True
venue_cfd0fa01c6d55133a3e8599007b4f9d6,Assembly Food Hall,Nashville,TN,1,0,False,False,False,True
venue_0c4824009c7153f3b0e014300450841e,Atlanta Eagles Arena,Atlanta,GA,1,0,False,False,False,True
venue_106ed16a3c6554b0953114bcb6032184,Audible's Minetta Lane Theatre,New York,NY,1,0,True,False,False,True
venue_64d83651d7e851dc88ffa9e4edef1d0a,Auditorium Theatre - IL,Chicago,IL,1,1,False,True,False,True
venue_ac4ffacef5435e1aabf6f8c70248b207,B-Side at Blue Note Los Angeles,Los Angeles,CA,1,2,False,True,False,True
venue_0e67f39063605667936bfba800c7f3d0,Believe Music Hall,Atlanta,GA,1,1,True,True,False,True
venue_ac189b3d6bdb509fba0f1caae1b2e33c,Bleecker Bell,New York,NY,1,1,False,True,False,True
venue_d6cd4aa7e7ee58818fef32ceccc11ac2,Brick & Mortar Music Hall,San Francisco,CA,1,1,False,True,False,True
venue_33776f87c0a25bc4869f9ba8afd53ba0,Buffalo Outer Harbor,Buffalo,NY,1,1,True,True,False,True
venue_1984e1eafd3e5d80a60aef741828eeb9,Chop Shop - IL,Chicago,IL,1,0,True,False,False,True
venue_4ee5cec1f3855a28bcc22c0ce98e987f,Copernicus Center,Chicago,IL,1,1,False,True,False,True
venue_15904ad16033512fadc8b04176f1676e,Curran Theatre,San Francisco,CA,1,1,False,True,False,True
venue_b9372ddae7c9548299f4273f97a0e903,Dave & Buster's,Los Angeles,CA,1,1,False,True,False,True
venue_a738185bdbe85360a3548ce26b2f5983,Drom,New York,NY,1,2,True,True,False,True
venue_d79888b8c26b5e80847797e237a79a99,El Cid,Los Angeles,CA,1,1,False,True,False,True
venue_96e7074a154c5074b86c5ce26ae5b112,Feinstein's at The Nikko,San Francisco,CA,1,2,False,True,False,True
venue_2ec2be7eb3375580b45922dbfd4657e8,Fox Theatre Atlanta,Atlanta,GA,1,3,True,True,False,True
venue_e59c1373ff8a50b480f66dc0b9099c73,Gary & Laura Maurer Concert Hall,Chicago,IL,1,1,True,True,False,True
venue_740b90d0e7725f1684005ebae3ae9fcf,Groove,New York,NY,1,1,False,True,False,True
venue_4e74891095ab5745a262e36e8214e877,Hard Rock Cafe,New York,NY,1,2,False,True,False,True
venue_c2772e06e8545177b6bffc18df95b361,Harpos,Detroit,MI,1,0,True,False,False,True
venue_e61a084320d959189168f12bfbf13c87,Hill Country Live,New York,NY,1,1,True,True,False,True
venue_e63f19f143855194936beb634de20ee4,Hole In The Wall,Austin,TX,1,1,False,True,False,True
venue_7b019045471658388cf265de32541b35,Joanne Trattoria,New York,NY,1,1,False,True,False,True
venue_b259043aa54f59ae8e4ad0a410693e87,Joe's on Weed Street Chicago,Chicago,IL,1,0,True,False,False,True
venue_242a6c1b49d95515b7be83b553cd7b03,Kimmel Cultural Campus,Philadelphia,PA,1,0,False,False,False,True
venue_b341106e710f55f5ad71dbebf79ee4be,Kingdom Austin Night Club,Austin,TX,1,0,False,False,False,True
venue_5e8c1db0491e58e2a2584f516f3c0554,LifeFamily Mueller,Austin,TX,1,1,False,True,False,True
venue_9b9241c7567d5ab0a88e93d89389039f,Lincoln Factory,Detroit,MI,1,1,False,True,False,True
venue_49538203a3405d88803224055ea19fd2,Lincoln Hall,Chicago,IL,1,1,True,True,False,True
venue_920aef299a075a0487e4b3e1d0b47705,Manhattan Center Hammerstein Ballroom,New York,NY,1,1,False,True,False,True
venue_2b85628b19c954e5936835cd73a1fbe7,Margot and Bill Winspear Opera House,Dallas,TX,1,1,False,True,False,True
venue_c634b7f367d3558680a28d681007d1ee,Mayan Theater,Los Angeles,CA,1,1,False,True,False,True
venue_17e711c7bde15ec697f07964b70233ff,McCaw Hall,Seattle,WA,1,1,False,True,False,True
venue_44f0905937ee517089bbdca4bdb4517a,Miner Auditorium,San Francisco,CA,1,1,False,True,False,True
venue_eecd32716acc5f39aad09a34ee132245,Palace of Fine Arts,San Francisco,CA,1,2,False,True,False,True
venue_569bad6769b15eb2b8e67866e4b29de8,Pittsburgh Improv,Pittsburgh,PA,1,0,False,False,False,True
venue_fbcf06e3db125e16971a855646e9c4b9,Presence Arena,Atlanta,GA,1,1,False,True,False,True
venue_a77d2b33dc4a51ca80ab92e32b51f36b,ROCKS OFF Concert Cruise Series,New York,NY,1,1,True,True,False,True
venue_21a62022fcb659279aefa7a0dd204f72,Radio East,Austin,TX,1,0,False,False,False,True
venue_9bbcb3e6a7ea589a933e68ce40b3ecfd,Red Devil Lounge,San Francisco,CA,1,1,False,True,False,True
venue_74785d442ee054c09d6ea95c6187bea3,Reggie's Music Joint,Chicago,IL,1,1,False,True,False,True
venue_cd549b0568af57bda7aebd2c02a5db5a,Reggies Chicago,Chicago,IL,1,0,False,False,False,True
venue_537298e8d1ea518cbf6c49e9d9774c3e,Riviere Austin,Austin,TX,1,1,False,True,False,True
venue_6f7be841b31e53f0aec22d1595f39e30,Rock & Roll Hall Of Fame,Cleveland,OH,1,1,False,True,False,True
venue_692c2444f95a5254aa033fe595b0d255,S.O.B.'s,New York,NY,1,1,True,True,False,True
venue_7af999715f7050d3a72c050ab6900463,Schermerhorn Symphony Center,Nashville,TN,1,0,True,False,False,True
venue_b7c7553a5d0c5ff18720cdfcc4190109,Silk City,Philadelphia,PA,1,0,True,False,True,True
venue_f86f7ac7d38a5a7d8d03d06fc2cd5a46,Soho Live,New York,NY,1,1,False,True,False,True
venue_a64fc925809358babcbcafb1cf5b346b,Sunset Tavern,Seattle,WA,1,1,False,True,False,True
venue_c860e28a951a593685233e3915f508b1,TSDMAAC (Confessional),Detroit,MI,1,1,False,True,False,True
venue_e660ec1738e65df2b4071aa1d29d5847,Tangent Gallery,Detroit,MI,1,1,True,True,False,True
venue_1c9a59577a93521db47c186f0c6b3ec6,The Fisher Center,Nashville,TN,1,1,True,True,False,True
venue_68d7c8d533a255ec9ce66945fc33f0a8,The Loft at Academy LA,Los Angeles,CA,1,1,False,True,False,True
venue_188a42eb012f5a7c89de6cb9de260c04,The Loreto Theater at The Sheen Center for Thought & Culture,New York,NY,1,1,False,True,False,True
venue_39b657fa71615bd3a079d66d26ba7a4b,The Masquerade Music Park,Atlanta,GA,1,1,False,True,False,True
venue_ce700977018e5a1584061b2416ddc8a8,The Mil at Cannery Hall,Nashville,TN,1,1,True,True,False,True
venue_b7952ac9994c5ae9847e463332070d7b,The Mohawk-Austin,Austin,TX,1,1,False,True,False,True
venue_c720bc13cde258a886f02a27f626e353,The Theater at Bill Graham Civic Auditorium,San Francisco,CA,1,1,False,True,False,True
venue_0a3ea820c05d58daaf729e1b7bc43774,The Virgil,Los Angeles,CA,1,1,False,True,False,True
venue_0172552774b65f86bfb9b428eaa201af,Three Top Lounge,Chicago,IL,1,1,False,True,False,True
venue_28e183cda54b5db987ff5bb82b51fa92,Thunderbird Cafe & Music Hall,Pittsburgh,PA,1,2,True,True,False,True
venue_a3247e7082225cf6a6ec15b9ea49cd8e,Ticketmaster Test Stadium,Atlanta,GA,1,1,False,True,False,True
venue_0eee7d4b709259099a3c3a594524f387,Tractor Tavern,Seattle,WA,1,1,False,True,False,True
venue_66d556baec40593dbb683dffe87eedb1,Wilshire Ebell Theatre,Los Angeles,CA,1,1,False,True,False,True
venue_874d96ead405523598c2dc9ade2c6835,Wintrust Arena,Chicago,IL,1,1,False,True,False,True
venue_59999b3ac03e59879189722d8d885860,04 Center,Austin,TX,0,1,False,True,False,True
venue_62527fb565105887900dfd890504b6ed,Academy Nightclub,Los Angeles,CA,0,0,False,False,False,True
venue_032c568d894851a6b93349d3ac76d133,Aretha's Jazz Cafe,Detroit,MI,0,1,True,True,False,True
venue_828c3ca05b20583095278bcf9a4bfcb8,Bass Concert Hall,Austin,TX,0,3,False,True,False,True
venue_89cddb85e8f9530fa1d85747c3b673f4,Black Cat,Washington,DC,0,0,True,False,False,True
venue_df1a23157d2c574ba2caa2030a5c58e8,Blues Alley Club,Washington,DC,0,0,True,False,False,True
venue_a2a920d41c6e52d2bf87b7815cbb3dc2,Bohemian Nat'l Cemetery (Outside),Chicago,IL,0,1,False,True,False,True
venue_4bf31f0d15e453a89250d12e9a9de022,Buffalo State Performing Arts Center,Buffalo,NY,0,3,True,True,False,True
venue_3a33835289e3530c82c4996620bc96e4,Byham Theater,Pittsburgh,PA,0,0,True,False,False,True
venue_6e8fe53ce25e5515a61e9cdefe854500,Central Machine Works,Austin,TX,0,1,False,True,False,True
venue_05ec15b4d1155e0f879c400670fa4320,Chesapeake Employers Insurance Arena,Baltimore,MD,0,4,True,True,False,True
venue_6eb8a8cf795b5e5a8bd3bc6930e6ae37,Citizens Live at The Wylie,Pittsburgh,PA,0,18,True,True,False,True
venue_43a2cf20caa9504a9ccc9ecd93334697,El Club,Detroit,MI,0,0,True,False,False,True
venue_215658cfc8c05f609f66fb1cfb5de504,Exit In,Nashville,TN,0,0,True,False,False,True
venue_269154b3f584515baa97d6291d3833e0,F.N.B. Stadium,Pittsburgh,PA,0,5,False,True,False,True
venue_2c19746eb6275172930084055acafa31,FNB Stadium,Pittsburgh,PA,0,0,False,False,False,True
venue_1a7c6267feb050f287376c0d2ae93017,Flagg Building Atrium,Washington,DC,0,1,False,True,True,True
venue_0bd471852bc65371b0ea05720584c74f,Gloria Molina Grand Park,Los Angeles,CA,0,0,False,False,False,True
venue_0a7e4ff2238a50bc9a08f70db765c6fc,Golden Gate Theater,San Francisco,CA,0,1,False,True,False,True
venue_4e0c319953845898bce1f90ef1bf01d9,Hammer Auditorium,Washington,DC,0,1,False,True,False,True
venue_d128d96d500e53a593b5b1df660559eb,Hollywood Forever,Hollywood,CA,0,1,False,True,False,True
venue_8796c26b8f4b5f7eb781b88ea20b1a7a,Jack White Theatre at the Masonic Temple - Detroit,Detroit,MI,0,2,True,True,False,True
venue_661bdafeaa2f5a5dae2a608f574109a7,Kanawha Plaza,Richmond,VA,0,2,False,True,False,True
venue_f2a0b51e9df7580882881b6d1df86d8a,Liberation Church,Richmond,VA,0,2,True,True,False,True
venue_7b3ddc4d066c59c7afdc486bd74614d9,Longhorn Backyard Amphitheater,Dallas,TX,0,1,False,True,False,True
venue_f8b137d3735657d381cd724315282c14,M&T Bank Exchange,Baltimore,MD,0,1,False,True,False,True
venue_6ad020ac054459c7b30c8aafd7fb3ac5,Miracle Theatre,Washington,DC,0,1,True,True,False,True
venue_a598c315b7d654419a0b2ebbb8f3fda8,New Jersey Performing Arts Center,Newark,NJ,0,18,True,True,False,True
venue_505d6b626d9c5dbb8a222d2b19a09b68,Nightclub 101,New York,NY,0,0,False,False,False,True
venue_1a0f23441a1052db9d30a2eff9717a79,Pennsylvania Avenue,Washington,DC,0,1,False,True,False,True
venue_4a952570eb5651f9b3d6b53165dd7a8f,Prudential Hall at New Jersey PAC,Newark,NJ,0,1,True,True,False,True
venue_8809a941cc0a5e2ea8a2c56e3eec4ad4,Shrine Auditorium-CA,Los Angeles,CA,0,1,False,True,False,True
venue_8a9ffa3c085d50f4bcc2312272fc6af8,TLO Temple ,Philadelphia,PA,0,1,False,True,False,True
venue_fad9ca92868459e7851cd5506da53efd,Taper Auditorium,Seattle,WA,0,1,False,True,False,True
venue_ed505b56c9ac54fea84325e8d2470ab7,The Ford - CA,Los Angeles,CA,0,0,False,False,False,True
venue_6c41cb8d60605f6a91d3bd9f48bbf0d1,The Hamilton,Washington,DC,0,2,True,True,False,True
venue_db137fe09b3f5cea89278ec4e14a1483,The Lyric,Baltimore,MD,0,1,True,True,False,True
venue_1604dec3b74652409d96897453613ece,The Lyric - Baltimore,Baltimore,MD,0,5,True,True,False,True
venue_39620b959479524dadd4a17f14eed4a0,Unhinged Lounge,Cleveland,OH,0,1,False,True,False,True
venue_56c33676a57d5b4e84754d85957d37b6,Wish Lounge at Believe Music Hall,Atlanta,GA,0,1,False,True,False,True
venue_b4cf282bef4b5c63984e7ef4cd81de8a,Zilker Park,Austin,TX,0,1,False,True,False,True
