id,name,historical_booking_count,genre_count,has_musicbrainz_id,has_genre_data,has_lastfm_audience_data,has_artist_popularity
artist_42d5543b62985a34873f5a0b4272d357,Frankie Rose,2,2,False,True,False,False
artist_f9888585988d53f5a2984612a3952dcb,Franni Cash,2,2,False,True,False,False
artist_ff3c85e06484520385755c94260f2767,Franz Ferdinand,2,2,False,True,False,False
artist_aecbb81d8a1f55f8a2ff3c34e0277e9f,Free Nationals,2,4,False,True,False,False
artist_8b15b3713d7f51ad89250c5b1ddc0cd8,Freeway,2,2,False,True,False,False
artist_a2bcc77045755090a2b77e0a83a39219,Futurebirds,2,5,True,True,False,False
artist_128c8b8b00bb5ac988a325b99bfeac6e,GILT,2,2,False,True,False,False
artist_306c6d6ade045924ae27ed3e71055ae0,GRiZ,2,4,False,True,False,False
artist_393a56cfbc42554894e96b22687966d7,Gabriella Rose,2,6,False,True,True,True
artist_f6490111e8d95db9937d01ca77f94cb1,Garret Elias,2,2,False,True,False,False
artist_a33708302cc5547e97182357f2e6a02f,Garth Brooks,2,1,False,True,False,False
artist_2f4c03421f285ee2bbe4e05bf0bb6bdf,Gerald Veasley,2,5,False,True,True,True
artist_5c610df8b4275136adddba751275a568,Get the Led Out,2,3,False,True,False,False
artist_d511aba173495db0a47c8facd73fceb9,Ghost Hounds,2,2,False,True,False,False
artist_a2087f7f9eca51bd8e9e608e28af1e92,Giant,2,2,False,True,False,False
artist_9b89cc1f505d5eba9b6b67e37866b87c,Gillian Welch & David Rawlings,2,7,True,True,True,True
artist_d20da07f1b9f5c1d96ada4823dd69812,Ginuwine,2,9,False,True,True,True
artist_c40cc19233835a0092cdef337afad2f6,Gio Chamba,2,3,False,True,False,False
artist_23d6039b77615d3d909aefa3d6c839fb,Goo Goo Dolls,2,3,False,True,False,False
artist_14669be600e6588582543d740a8ed56c,Good Charlotte,2,2,False,True,False,False
artist_5a5f28ded70d54b9bf561bca91166793,Good Sleepy,2,3,False,True,False,False
artist_9e9321b32b305f939ecb15a2e3adc14a,Gov’t Mule,2,4,False,True,False,False
artist_c862166774b0580c96ca1e4fbc0953ec,Grace Potter,2,2,False,True,False,False
artist_658f80295a705c0ca3d76fb630cde1a6,Gregory Porter,2,2,False,True,False,False
artist_0ff953518d255d04a47a038da5f82f01,Greyboy Allstars,2,2,False,True,False,False
artist_ab46d6c528775f00a362aee0caf1db9e,Growing Pains,2,2,False,True,False,False
artist_2a2403e8e8c251f4956e8f54a380d90b,Gwenifer Raymond,2,2,False,True,False,False
artist_6323e7e51241572f8bccc53935545102,Gym Class Heroes,2,4,False,True,False,False
artist_43cfa122e6205cfbaa3e09d360c1b56f,HEALTH,2,3,False,True,False,False
artist_1a1aa6861e2d5811a1965a21473379eb,Hamilton,2,2,False,True,False,False
artist_a7dcb6eec131574c83a88e8b75b33114,Hannah Cohen,2,2,False,True,False,False
artist_76ebdfbbdea8568f89b9cb451acf25ef,Harrison Boe,2,6,False,True,True,True
artist_fdb663b63fef5b7ca35600f36e5557a7,Haruomi Hosono,2,2,False,True,False,False
artist_ba39b6ce5a6858eeb2c30bfc17552e49,Hazlett,2,6,False,True,True,True
artist_173455c2998851229cf901e8ea6e9e0d,Heaven,2,2,False,True,False,False
artist_36769efb245553fb92c5f22ac32e72fd,Heavens Gate,2,1,False,True,False,False
artist_839099bced2656f29875522fb0140e19,HerShe,2,2,False,True,False,False
artist_08aafadb11145b4f9764ac7367f615e9,Herr God,2,1,False,True,False,False
artist_0db3fa36b8315a6a87dc4a0ee8452902,High.,2,2,False,True,False,False
artist_688a527f678c56fbae1b6b2ce0d5ec4c,Hippies & Cowboys,2,2,False,True,False,False
artist_b3feb512c11d5ce5aa60165b02f21ece,Hit the Lights,2,3,False,True,False,False
artist_89d4b80594715ae0af80229441d03a41,Horse Feathers,2,7,False,True,True,True
artist_f22bf980bde2575db3d26e7185c1973a,Hostage Situation,2,5,False,True,True,True
artist_3c84995c611f50e586ff25b777ca19ce,Hot Flash Heat Wave,2,3,False,True,False,False
artist_eb35715aab7b535d8968b9d7947b1874,Hotel Burgundy,2,2,True,True,True,True
artist_a2ec3d2dfa385ecea4004a1afd76007a,House Party,2,2,False,True,False,False
artist_570fd94fca95570c90b0107c0de14fbd,House of Blues Gospel Brunch,2,2,False,True,False,False
artist_428b8d24054f512fb577e1a7cae2997b,Howard Hewett,2,8,False,True,True,True
artist_162ad88c00215db8aa216a0e903a9375,Human Issue,2,1,True,True,False,False
artist_62f9cc9b12895b4f965f310d304b8cc4,I Promised The World,2,7,True,True,True,True
artist_39aac44e26c45a01987f6472b6f630f2,I Speak Machine,2,3,False,True,False,False
artist_c6ae98bd73275ab583d08a603bfc7cdb,Icona Pop,2,2,False,True,False,False
artist_d89c43edd75c585d897090cc3e6f7ac3,Imperial Teen,2,2,False,True,False,False
artist_85fd0f589eb35ea3932d87ce9dea4ed6,Improvement Movement,2,3,False,True,False,False
artist_24ed51fad23358dc810782c4bbf610cb,Ingested,2,1,False,True,False,False
artist_1261e67af2465ed2a43844efeb8587a5,Innov Gnawa,2,2,False,True,False,False
artist_a65a121eccac5e3d8c714b40d390f118,Internet Islands,2,2,False,True,False,False
artist_f1268900f0cb5c1aa6ddfe300e333147,Intro,2,1,False,True,False,False
artist_593893cd24d85c8b985dbe3ca5fb032b,Iron Blossom Festival,2,0,False,False,False,False
artist_c31585e4dbfe55a4ba1358cf4ada1ffa,Iron Maiden,2,3,False,True,False,False
artist_4187060faa2c5f928311dcf68ad68748,Isaia Huron,2,3,False,True,False,False
artist_7b5a23b31e1959eebef03b88e3570e81,Ishay Ribo,2,3,False,True,False,False
artist_7109ef239ef05038ad75a231a0c31f6b,Ivy James,2,2,False,True,False,False
artist_48dbf3af974a52998edd0a222fd45160,JAY B,2,2,False,True,False,False
artist_62b4af6b24305c1fad842273e4f26e09,JET,2,6,False,True,True,True
artist_f11302a6431f538da2af3b35d35707f6,Jack White,2,6,False,True,True,True
artist_4bbafc8b0ea8527e97fdf8f3e3fb9d40,Jack's Mannequin,2,6,False,True,True,True
artist_24bcf930bbfd5018b9d5a866d3b9a59b,Jacklyn LaBranch,2,0,False,False,False,False
artist_0e6b858deb6f5ebdac8956b3c19919c1,Jacquees,2,1,False,True,False,False
artist_ceacb88532805ee78e86a925944e7ade,Jake Shimabukuro,2,2,False,True,False,False
artist_38211c87922d5d628dcaca5cb6e6a068,Jamal Roberts,2,1,False,True,False,False
artist_5e726d74a6fa5f50917f759eb8ec9cf1,Jamison Ross,2,1,False,True,False,False
artist_1bb87ea664335664a1876460a28ed02c,Jason Aldean,2,2,False,True,False,False
artist_edcd001bc4965f1fb7e1feab6771faf2,Jason Manns,2,2,False,True,False,False
artist_b39878c3dc80577a90d935be69f631b6,Jay Electronica,2,3,False,True,False,False
artist_178fc4850a555146a9776d375eeb5a9c,Jay Webb,2,2,False,True,False,False
artist_d3940f6462ea570fa77ce0533e3ad8f1,Jayden Hammer,2,1,False,True,False,False
artist_a7d10f9f742254c7abd03dff5a57c74a,Jeffrey Osborne,2,7,False,True,True,True
artist_6c2ce31924e45256bf715cbc38fa21fe,Jensen McRae,2,3,False,True,False,False
artist_1baa562a2f5955b085f177602e954d88,Jerry Garcia Symphonic Celebration,2,1,False,True,False,False
artist_2de077a356045b3aac33a62a7324cb20,Jervis Campbell,2,3,False,True,False,False
artist_c509ebf14e1b58c4ae34b3dcbcff5875,Jim E. Brown,2,1,False,True,False,False
artist_d42128f7f6eb598dadb79d3920b50c6b,Jim Lauderdale,2,1,False,True,False,False
artist_796e00b0d76e5e1198b9eaa43f2fb207,Jimmy Hall,2,2,False,True,False,False
artist_ba98d780895052d296f30e488cd5515e,Joanna Connor,2,2,False,True,False,False
artist_b9d4c83541bb5da48175df64ea3dbd04,Joe,2,6,False,True,True,True
artist_0d4d725687dc5d40b12f5239c8cb1e74,Joe Henry,2,4,False,True,False,False
artist_257d2c486dcd59bd95902921580d96fe,John 'jojo' Hermann,2,2,False,True,False,False
artist_372667938391578f9183077fbe990907,John Fogerty,2,3,False,True,False,False
artist_c5c1621df9055e7ab72f96a7290fda15,John Morgan Kimock,2,0,False,False,False,False
artist_823bcecadd9b51a08460f21904631f3f,John Scofield,2,1,False,True,False,False
artist_0d9b0012f6f15174a5f8d28336a6b577,Johnny Blue Skies,2,2,True,True,False,False
artist_74eff6a1dffb5f3fa9802f5cd3d2dceb,Jojomber,2,2,False,True,False,False
artist_65b6a0b25ea354f58f4ff5917699320f,Jon B.,2,1,False,True,False,False
artist_a89b4a94286555d3a2b59660234584a7,Jon Pardi,2,6,False,True,True,True
artist_ca12bba9cca157ccbd62170b88ae4ac9,Jonathan Taylor Rush,2,2,False,True,False,False
artist_c97ae3fbdec35925b120fa23017b31a9,Jonell Mosser,2,2,False,True,False,False
artist_85c8e36d24065c15b1efa9076d1b4b2c,Jordan Davis,2,2,False,True,False,False
artist_ccf2263fa06d550e98398065f0e3f905,Josh Wolf,2,1,False,True,False,False
artist_d629d175bcaa5a2bbcbfc0beeb2ba504,José Madero,2,3,False,True,False,False
artist_f4342611250c5b6ab9d88441ce6f2920,Journey,2,2,False,True,False,False
artist_7958397ed4dc51b88973a9821d8d073f,Judd Apatow,2,1,False,True,False,False
artist_4f58610d585d51c2bf45566db1f77a34,Junius,2,3,False,True,False,False
artist_2f0e45ae4e9f57338ac2d87f1a29d265,KASBO,2,1,False,True,False,False
artist_321a853700c8537c9da6b34298e60c99,Kanika Moore,2,0,False,False,False,False
artist_389d53c6348953f6a6d014dc7fa0277d,Karen Briggs,2,1,False,True,False,False
artist_1fe4ca9cff125783bf9450778b4c9136,Karma and the Killjoys,2,2,False,True,False,False
artist_9b78e3d81f9c5fe7bc536e0fea18668e,Kash'd Out,2,1,False,True,False,False
artist_e636cd1c1538516d8a58ec5aad12155c,Kash’d Out,2,1,False,True,False,False
artist_5322264a33195baea5666042e1be235c,Kawaii Rave,2,1,False,True,False,False
artist_ca2d15b423f75fc1b05ee090560b9635,Kaï,2,2,False,True,False,False
artist_0a6ed77c538b5fd8811807aa0da86f58,Keep Warm,2,1,False,True,False,False
artist_d97c9e50b1535930981acffbfee979a5,Keiko Matsui,2,1,False,True,False,False
artist_69bed04525e8556e9bcc48d30963abb5,Keith Goodwin,2,1,False,True,False,False
artist_ff77aee62bb35f04b830b77371fd14b6,Keith Sweat,2,4,False,True,False,False
artist_8df61eccf6225bd19c77f9be10fc73e3,KenTheMan,2,9,True,True,True,True
artist_2c4af6adac365ba9a6e338cc4ad3a980,Kerosene Heights,2,3,False,True,False,False
artist_f9cac25f0505502b973ecbc0733038c2,Kevin Ross,2,8,False,True,True,True
artist_698900f236b55d209a7a00d8ade5cf41,Kim Gordon,2,2,False,True,False,False
artist_18b5657811ba5644919698748f556faa,Kim Waters,2,1,False,True,False,False
artist_2dcee768a1c35004af57042eccc9c94a,King Falcon,2,2,False,True,False,False
artist_9d7a77874d33530bab53588f9816a332,King George,2,1,False,True,False,False
artist_55fb49b20ecf5f77afec5d3ff6fdf994,Kisser,2,2,False,True,False,False
artist_f4caaa5826945a2698307aa6d30555ca,Klymaxx,2,8,False,True,True,True
artist_ddee549ec818536fbc15d267c58e477d,Knife Thrower,2,2,False,True,False,False
artist_86d8eb90ec595649868f907faa06ae9e,Knock2,2,1,False,True,False,False
artist_763ec14e631356b7854109b27437770d,Kota the Friend,2,2,False,True,False,False
artist_ea3fb42c3e2d5578a888c9abb37a01a9,Krewella,2,5,False,True,False,False
artist_e79371114d2d56549fbc09d6fb4d5a9b,Kurt Vile & the Violators,2,5,False,True,False,False
artist_55edd62832c65d2fbf095ce96a19e538,Kut Klose,2,7,False,True,True,True
artist_d268e843e3da56ddb82768e80e6b36b8,LAIVY,2,1,False,True,False,False
artist_36c474a7e19f5b8f8ceb3cdce768f852,LNGSHOT(롱샷),2,1,False,True,False,False
artist_9b4f42af8f665f829d715ad5a41e00ab,LSR/CITY,2,1,False,True,False,False
artist_9dceefff30735f349b358c269d504e40,Lael Neale,2,2,False,True,False,False
artist_72b49a79edbe50dcbdb7005f685f6008,Lalah Hathaway,2,3,False,True,False,False
artist_29ba9a46d1f554b5bc7594b25e543146,Lamar,2,2,False,True,False,False
artist_a3e4ad5c22f055d88efe1d106ac29314,Launder,2,2,False,True,False,False
artist_5eefe41e2b625df5b5eb4454534eacc6,Lauren Sanderson,2,1,False,True,False,False
artist_6360723c191251aca369688bb28c069e,LeAnn Rimes,2,3,False,True,False,False
artist_6b664b1607275ae2b46f9a414dc034de,Ledisi,2,2,False,True,False,False
artist_ef3578452f5b52b18f02c1c5aa3b8633,Lee Brice,2,1,False,True,False,False
artist_fd7096deb5ce58688b5db43a8f718b0d,Left To Suffer,2,2,False,True,False,False
artist_5ae02d88f3e850b7a2ef63188c057ced,Les Greene,2,0,False,False,False,False
artist_24b9b29bd2a053979e359f8f3e34cc03,Lessa,2,2,False,True,False,False
artist_e8a46d222d285e8d809372853e153249,Liam St. John,2,3,False,True,False,False
artist_25e6ebaa79845941a8e956219b7fcbee,Lihtz,2,5,False,True,True,True
artist_69ca4dac9e7a53cfb4dcd0c065422295,Lily Meola,2,2,False,True,False,False
artist_268c35eb2a0e5248a8342d02489a6b2e,Lily Rose,2,0,False,False,False,False
artist_aa7bc03c8c0b5665b75c79ce813b2d90,Lip Critic,2,2,False,True,False,False
artist_2ef6fc7cab6955a3aa70aa012b74ad0d,Little Feat,2,3,False,True,False,False
artist_58b2f04eb23355608f26d4757eb416f2,Little River Band,2,2,False,True,False,False
artist_7f8ed1832da05948baeef35757b095df,Lizzie Berchie,2,2,False,True,False,False
artist_330df18884fe577e8d5c78baabb28f4d,Lloyd,2,4,False,True,False,False
artist_7e72a5eeac22570c9b889f7850fe8d9f,Loathe,2,1,False,True,False,False
artist_76d0d65942205a2b8bb299f02cff2244,Lobby Boxer,2,4,False,True,False,False
artist_f7c82bf6616a5025bc919169aea28cd4,Loco Dice,2,3,False,True,False,False
artist_75fb19b9c5575f6cb65b74210dbb2ed1,Lord Huron,2,7,False,True,True,True
artist_614b651837a65445b8021982853bf2b8,Loudon Wainwright III,2,3,False,True,False,False
artist_3b72dc223dfc5a89af6125463cd2595a,LuLuYam,2,2,False,True,False,False
artist_2de4a005bfd45ee38004898f94a327f2,Lucy,2,2,False,True,False,False
artist_332bd8c37b7b5a498cbdf5dedcfadef8,Lucy Dacus,2,1,False,True,False,False
artist_72dfd993e6b35411af42ad4abaeabf01,Luke Bryan,2,2,False,True,False,False
artist_b76baf7c7017536db6ba1f11b6973bd2,Luther Allison,2,1,False,True,False,False
artist_5821fb4b6dc05847bd88ca6a8b48ba66,MICO,2,3,False,True,False,False
artist_92538db202d75aa0b82cf80e9da33368,MISCHLUFT,2,7,False,True,True,True
artist_914e78540b0b5347887442a4823d6c1f,MT Jones,2,2,False,True,False,False
artist_8c1fb02761ef5c569233ff4f57c365ae,Mac,2,1,False,True,False,False
artist_e243be296fa25d2e842359246ad85b53,Macklemore,2,2,False,True,False,False
artist_138fef082749548a99c7bcb49e6ad908,Macy Gray,2,2,False,True,False,False
artist_db2897ca39e15232b777678796d8a589,Madison Ryann Ward,2,3,False,True,False,False
artist_1b14db13e662566ea4a137fed8380ae8,Maia Sharp,2,1,False,True,False,False
artist_e65e19fcd39e50bb9a18b4cd2c76d4cc,Makaya McCraven,2,1,False,True,False,False
artist_39f11d6bacaa5b25bfc4e8146f6fd748,Mallbangs,2,0,False,False,False,False
artist_50f816a24a5250a7b9f4692bdfbdbf24,Mallrat,2,1,False,True,False,False
artist_9df249c25aa0554da4b683ec1c95f4c2,Mamamoo,2,2,False,True,False,False
artist_4c7d062b1fca5ac19d6f1bc88abdbf06,Mammoth,2,2,False,True,False,False
artist_6389f4a7a07d54f9a8b11c57db011bb7,Mannie Fresh,2,3,False,True,False,False
artist_7eeefd3c73a95546a04b51b4b68b809a,Maps & Atlases,2,3,False,True,False,False
artist_f5795bf8a3795f509a67dec4ab726e72,Marc Scibilia,2,3,False,True,False,False
artist_98f59c5693cf5f59b086bfc4006d5dbf,Marco Plus,2,5,False,True,True,True
artist_076c8db23f7e54e0945c40c4b84fa5b8,Maren Morris,2,3,False,True,False,False
artist_4e7a601f8ef356279b7cf9e252ece0bb,Margaret Glaspy,2,4,False,True,False,False
artist_3a098ee1ddd75e5eb89559741a79ac82,Mariachi Herencia De Mexico,2,1,False,True,False,False
artist_ba9b9be506485ceb8d0edd6e7bc836bb,Martha Wainwright,2,3,False,True,False,False
artist_6d936d8b7985576ca1aa989e8ddef234,Marvin Sapp,2,6,True,True,True,True
artist_c1564f2073eb514e92c36fb76cf8c32a,Master P,2,3,False,True,False,False
artist_7feaac82d9e45c5d9de4eeb434414960,Matamoska,2,2,False,True,False,False
artist_b51d5a4596545bd39746844386c6a5e9,Matt Corman,2,1,False,True,False,False
artist_6ec358cb9da155eda35cf1a1ec1f1b18,Mauled,2,8,False,True,True,True
artist_0bfb8b0c54495189b5f8bda374b1964a,Max Bemis,2,2,False,True,False,False
artist_acdb3b2552535d00a3af460a265ea8ba,May Rio,2,1,False,True,False,False
artist_ccf1f97fdfab5bcb957dbf2cf7bab729,Megadeth,2,3,False,True,False,False
artist_59df1492ec5a5300a1aaf9b05fe53435,Meghan Trainor,2,1,False,True,False,False
artist_5bac5e4df5e2543fb96e56fb05926624,Meli'sa Morgan,2,1,False,True,False,False
artist_021a95119f085814af8f0e52e46a3888,Melissa Etheridge,2,2,False,True,False,False
artist_72eb30a7784152f687d0c99eb58170ae,Melvin Seals,2,1,False,True,False,False
artist_3dde67fd51be5b178e7503e3d15064e9,Melvins,2,7,False,True,True,True
artist_a62d4c4566785aa39942b7652a981be4,Men Without Hats,2,6,True,True,True,True
artist_0654c3586cd05bddb26bd5c859ad7d49,Mia X,2,2,False,True,False,False
artist_61e01e2ef54c526287bf36b9e6142f1c,Miel San Marcos,2,8,False,True,True,True
artist_155491f4166952d18a1e530c6eed53fa,Mike Campbell,2,3,False,True,False,False
artist_a99b6bd6289b5d51acfd6e7ea9ea0b28,Mike Clark,2,1,False,True,False,False
artist_47d49ef63ec05b35b8fd5df76d6fd090,Mike Zito,2,2,False,True,False,False
artist_c841d206715754fba79e6be72ded9315,Mini Trees,2,2,False,True,False,False
artist_db51bceb1f2c5c29ba62271b0c93f642,Misfire SD,2,2,False,True,False,False
artist_80297c1448f1578b985f437f7d6a7c24,Mixed Feelings,2,1,False,True,False,False
artist_670085aefad05d38b7daa94cd482cf47,Monsieur Perine,2,1,False,True,False,False
artist_438a97f61555564e9ba10715424517dd,Monsieur Periné,2,2,False,True,False,False
artist_eda023bf2f9a5310a034051e4cdc652d,Moonstone,2,2,False,True,False,False
artist_3262dcefaee55cb6a2fbeaa114eb34f2,Morgan Wade,2,4,False,True,False,False
artist_e9df28a356e2510aacb76cbc8d572b18,Morrissey,2,7,False,True,True,True
artist_93ab58b6d2d25742be0f3763af1f2713,Mountain Grass Unit,2,2,False,True,False,False
artist_b3b1c42a201154dbb5780a67544b9667,Mr. Serv-On,2,1,False,True,False,False
artist_7584e38ac1415e17a1ef5625839f5404,Mugger,2,1,False,True,False,False
artist_0cc0ce6f50715957b03c2b26ebf67287,Municipal Waste,2,7,False,True,True,True
artist_f895862fc81855a095fda720c2920760,Murals,2,4,False,True,False,False
artist_a4113fbde90a5f8e87297b4b89c29819,Music For Enophiles,2,2,False,True,False,False
artist_994db25c3b2d5454a90536284c5ab662,Musiq Soulchild,2,8,False,True,True,True
artist_5fbee6edf86c5f8eb25118b927742c33,Mute Swan,2,2,False,True,False,False
artist_0c6968454b0f55fdb50fd1cb54f51563,NE-YO,2,1,False,True,False,False
artist_3637787bbb9a5b5aab4bbf6996e11e88,NGHTCRWLRZ,2,2,False,True,False,False
artist_ab6c550463f45411ace22d33346c9b02,NOTD,2,4,False,True,False,False
artist_f7e96b1456a15bbc889942e0ada5170d,NYPD Pipes & Drums,2,1,False,True,False,False
artist_10396675916056c687306c1b86a62b26,Nahko And Medicine For The People,2,4,False,True,False,False
artist_dd2accc534925dbb939dc4ef824ca4f3,National Symphony Orchestra,2,2,False,True,False,False
artist_f8935d51f8cf5dab9121c32155f922ed,Neon Trees,2,3,False,True,False,False
artist_712c9fec8f2555ff97f9872d51ce415b,NieR: Orchestra Concert,2,0,False,False,False,False
artist_d5b6641e7a495b21829e43167100f7c8,Niina Soleil,2,1,False,True,False,False
artist_94278ad11a3455c38c93b10a79ec5a3d,Niko Brim,2,3,False,True,True,True
artist_bd64c872159250a28a6a02e2e276e807,Nina Nastasia,2,2,False,True,False,False
artist_003493520b385b548d09f8a7cced084c,Ninja Kidz,2,0,False,False,True,True
artist_38b4d2db7327546b996f6ff7673d161f,Nirvani,2,2,False,True,False,False
artist_46420d5f496153d19b4023ffc21f3d1d,Nite,2,3,False,True,False,False
artist_f92c677c3b3f507f8ba20c1e2fa61b40,Noah Brigden,2,2,False,True,False,False
artist_837b04b8ad335ef49553b2b97bc067d9,Noise Complaints,2,1,False,True,False,False
artist_5fc24fe0a1ed54068e37b9506accfdcc,Noizu,2,1,False,True,False,False
artist_d8755aece1635afabee7e892377ffee9,Nolie Durham,2,1,False,True,True,True
artist_35853508c4565b98ac4d58e4f73eeb8b,Nora En Pure,2,2,False,True,False,False
artist_e04aa0475edb5f2bb5b55496f8ecc789,North West,2,0,False,False,False,False
artist_54d9f6d92e035eac86b7ece7966cfa53,Nurse,2,1,False,True,False,False
artist_fea33ecf1d1f583e84032e77218e1382,ONE PACT,2,2,False,True,False,False
artist_a12a7f290573588abb5b050f5efdbfce,Odd Mob,2,2,False,True,False,False
artist_6512f393bdba5b3dbb4016cecf9fc4f0,Oh He Dead,2,6,True,True,True,True
artist_11fc67047bba5c5dabd04f3742a5d8d8,Olive Vox,2,1,True,True,False,False
artist_886400d5c84f5496874d327219c2e875,Oliver Crosby,2,2,False,True,False,False
artist_b1bcd1e9f48f550dadd3a58a66318a05,Olivia Ellen Lloyd,2,2,False,True,False,False
artist_991069d562475e2e881ba8d5187cb65f,Ollie Joseph,2,1,False,True,False,False
artist_2c1e8cad716354159ddd8b065e639c07,Omar Sosa,2,1,False,True,False,False
artist_7218dabf7f0053f58455dc91b30df1b4,OneRepublic,2,2,False,True,False,False
artist_f28100af9547559ea12a56ad5a0ad937,Oz Noy,2,2,False,True,False,False
artist_b95cd4fa2d1e5e0190261b264e7cc3dd,Oz Noy Trio,2,1,False,True,False,False
artist_bf3ed586214e539ab5d9caae39160ff2,PLAYLUNCH,2,2,False,True,False,False
artist_7ae13d0ac587575da3f8fe5f78fdfa70,Packaging,2,2,False,True,False,False
artist_33121001983c52eeb727ea0b7c7ab306,Paco,2,2,False,True,False,False
artist_e0e98ec6882e5e9dbc694bbae4620cd3,Pallbearer,2,2,False,True,False,False
artist_e7d547ffdffb57b8ae3138ad6777fdc4,Panic Shack,2,2,False,True,False,False
artist_88a9ec960c4e51f2bfc46f191e26224f,Paradise Vultures,2,2,False,True,False,False
artist_12f006a1ef7a5b98852f23e98880eb0d,Pastor Troy,2,8,False,True,True,True
artist_e4a4994328db5144a0b490b40d7b96f3,Patti Smith,2,6,False,True,True,True
artist_dfd2f3ee35dc5f41a520a540c5226aaf,PawPaw Rod,2,7,False,True,True,True
artist_fd422a302c6a56aca948639e3df5320c,Peach Pit,2,3,False,True,False,False
artist_2a92b284939353e3be6ce97154f77603,Penelope Road,2,2,False,True,False,False
artist_c1282c96d1595ce19f2db8e6d37f0d3f,People I Love,2,2,False,True,False,False
artist_4fdbc45f806259f09a673c37a8ac8034,Persona 749,2,6,False,True,True,True
artist_531198a3cd5d573e89caf832ad723850,Pertinence,2,4,False,True,True,True
artist_53dffe1b582059a9855b07bf7ca15a7e,Peter Asher,2,2,False,True,False,False
artist_ee2d05e05ede5439a243651e8a432936,Phillip Phillips,2,4,False,True,False,False
artist_1254cc56bb51521c8ac6e80d81f06fa5,Phoebe Bridgers,2,5,False,True,False,False
artist_4c2d4ee2b9f455859395ac57afc6920f,Phoebe Ryan,2,3,False,True,False,False
artist_5d29771744b25a1c8d053027298b3557,Photon,2,0,False,False,False,False
artist_19d263066e82528d81406f2e6e088a90,Pig,2,4,False,True,False,False
artist_df1eb1d0fb7350f9b9be0a1a6bd37e1d,Pipes and Drums of the Blue & Gold,2,1,False,True,False,False
artist_5b4da652874e518f848d152c5a2f97ef,Plague Vendor,2,4,False,True,False,False
artist_f0d6c7f38a1a5eaa9cee36b32deb4518,Pleasure P,2,1,False,True,False,False
artist_2a84c64559485028a578bb08b65e5514,Popa Chubby,2,2,False,True,False,False
artist_47eb01d40bf15a498c8c147024d224cb,Porch Couch,2,2,False,True,False,False
artist_77c9bcd0cf0350388406f3d3ec0ccee8,Porter Robinson,2,2,False,True,False,False
artist_6b08c406b0cd59949af353ef1aa87e08,Pressing Strings,2,4,False,True,False,False
artist_b79534128f7b578dae696e910d7582fa,Priest,2,8,False,True,True,True
artist_bbcc8367731d55d19ef82b10a5ca52eb,Project Pat,2,2,False,True,False,False
artist_60604d0bb8b059d2a5a79ace9a7ae5e6,Prostitute,2,3,False,True,False,False
artist_1f08c832e3655770871615277718556a,Psychedelic Porn Crumpets,2,5,False,True,False,False
artist_a698542ce85c59e59696e22e2369b981,Punchis Punchis,2,2,False,True,False,False
artist_f2bcac41aa7e5dd5aefc7433759461a8,Purple Disco Machine,2,1,False,True,False,False
artist_6f96ad9bd45355df8f06e52949c35434,Qveen Herby,2,2,False,True,False,False
artist_8413a12cbacd52b7bd34798a45145796,R2bees,2,7,False,True,True,True
artist_2c959ead6834514bbdb20d219cac3f44,RDGLDGRN,2,1,False,True,False,False
artist_f47fd40619725d6eaec947af92a5c696,RUSHIL,2,2,False,True,False,False
artist_4482f98b834354b19291b8bceceee9f3,Ragie Ban,2,2,False,True,False,False
artist_070c1ae8a8525ded9bbef3b1b60d2a6a,Rahill,2,1,False,True,False,False
artist_1c3a09361aa750a2af52fd2d60596db0,RaiNao,2,1,False,True,False,False
artist_ee9733bbfc0b516cbac2d39b3da4fda0,Raphael Saadiq,2,3,False,True,False,False
artist_2893481ff54a5132b4f9c53d2d0d9023,Ratboys,2,2,False,True,False,False
artist_3eeb0f2c9e9b5907936fdb18087871c3,Ray Stephenson,2,1,False,True,False,False
artist_b7ed20afbad15b3b975c11c96e3a8a78,Red Fang,2,2,False,True,False,False
artist_0f02e4ffb80a59459c141ebeb5802cdf,Reggaeton Rave,2,1,False,True,False,False
artist_75c76df2780152cebf7b606dee521016,Reuben Vincent,2,2,False,True,False,False
artist_02930666281d50479692c65176a1c329,Rhakim Ali,2,1,False,True,False,False
artist_4a3d608f98f75c1d983e49222dcc896e,Richmond Symphony Orchestra,2,2,False,True,True,True
artist_f21c50e6dafa563fa5a3ae1d02bfcd73,Richy Mitch & The Coal Miners,2,2,False,True,False,False
artist_f614c3f59b3b586eb3940d152df770f4,Rick Estrin & the Nightcats,2,1,False,True,False,False
artist_130c26da0bcd587aa53935d6e88cd994,Rick Springfield,2,2,False,True,False,False
artist_b2460d676ff35c21913f94c7e0f768e7,Rigometrics,2,2,False,True,False,False
artist_1fbcd436392f5cb480f45f9bf0698e68,Ringo Deathstarr,2,2,False,True,False,False
artist_52645347e71b5c0c9bb03a503ecdd772,Rival Consoles,2,2,False,True,False,False
artist_ec1eb2aed1f155bb9c1025a8b6fd9dd7,Robert Earl Keen,2,4,False,True,False,False
artist_2e816edfa6ac51c6bdf295c89d1f7266,Rod Stewart,2,2,False,True,False,False
artist_4a38a9aaa43f594c9ce74d28c6669832,Rolling Quartz (롤링쿼츠),2,0,False,False,False,False
artist_4088561a954b5a478322c1c5283f0bb5,Ronan Tynan,2,1,False,True,False,False
artist_f5159f1333e054e6838abd0f764dfa76,Rose Royce,2,6,False,True,True,True
